state,district,mean_monthly_activity
MIZORAM,LAWNGTLAI,1946.7
MIZORAM,LUNGLEI,2333.8
MIZORAM,MAMIT,1269.5
MIZORAM,MAMMIT,357.2
MIZORAM,SAIHA,826.4
MIZORAM,SAITUAL,21.6
MIZORAM,SERCHHIP,1016.1
NAGALAND,CHUMUKEDIMA,267.2
NAGALAND,DIMAPUR,3663.4
NAGALAND,KIPHIRE,717.6
NAGALAND,KOHIMA,1888.2
NAGALAND,LONGLENG,438.3
NAGALAND,MELURI,97.8
NAGALAND,MOKOKCHUNG,1173.1
NAGALAND,MON,2092.9
NAGALAND,NIULAND,68.9
NAGALAND,NOKLAK,154.8
NAGALAND,PEREN,784.2
NAGALAND,PHEK,1126.9
NAGALAND,SHAMATOR,85.0
NAGALAND,TSEMINYU,30.9
NAGALAND,TUENSANG,1552.6
NAGALAND,WOKHA,939.0
NAGALAND,ZUNHEBOTO,1116.3
NAGPUR,NEAR UDAY NAGAR NIT GARDEN,0.1
ODISHA,ANGUL,9652.7
ODISHA,ANUGAL,1.8
ODISHA,ANUGUL,365.8
ODISHA,BALANGIR,13201.1
ODISHA,BALESHWAR,3219.2
ODISHA,BALESWAR,15388.6
ODISHA,BALIANTA,0.1
ODISHA,BARGARH,12064.7
ODISHA,BAUDH,613.7
ODISHA,BHADRAK,13663.8
ODISHA,BHADRAK(R),0.1
ODISHA,BOUDH,3491.8
ODISHA,CUTTACK,18847.7
ODISHA,DEBAGARH,2510.5
ODISHA,DHENKANAL,10826.9
ODISHA,GAJAPATI,8226.0
ODISHA,GANJAM,28415.0
ODISHA,JAGATSINGHAPUR,6693.2
ODISHA,JAGATSINGHPUR,1796.0
ODISHA,JAJAPUR,8810.0
ODISHA,JAJPUR,5852.4
ODISHA,JHARSUGUDA,4361.7
ODISHA,KALAHANDI,14677.2
ODISHA,KANDHAMAL,9453.4
ODISHA,KENDRAPARA,12179.0
ODISHA,KENDUJHAR,16138.6
ODISHA,KHORDA,13622.6
ODISHA,KHORDHA,1409.9
ODISHA,KORAPUT,14979.5
ODISHA,MALKANGIRI,7169.2
ODISHA,MAYURBHANJ,23651.1
ODISHA,NABARANGAPUR,13862.6
ODISHA,NABARANGPUR,44.2
ODISHA,NAYAGARH,8610.1
ODISHA,NUAPADA,6731.4
ODISHA,PURI,10582.9
ODISHA,RAYAGADA,9338.9
ODISHA,SAMBALPUR,8482.0
ODISHA,SONAPUR,4090.6
ODISHA,SUBARNAPUR,1118.3
ODISHA,SUNDARGARH,2264.6
ODISHA,SUNDERGARH,14093.3
ORISSA,ANGUL,0.5
ORISSA,ANUGUL,46.7
ORISSA,ANUGUL  *,0.1
ORISSA,BALANGIR,1729.9
ORISSA,BALESHWAR,616.0
ORISSA,BALESWAR,2.0
ORISSA,BARGARH,187.0
ORISSA,BAUDH,1.3
ORISSA,BHADRAK,858.3
ORISSA,CUTTACK,866.4
ORISSA,DEBAGARH,1.9
ORISSA,DHENKANAL,237.8
ORISSA,GAJAPATI,13.8
ORISSA,GANJAM,1166.7
ORISSA,JAGATSINGHAPUR,34.3
ORISSA,JAJAPUR,135.4
ORISSA,JAJAPUR  *,0.3
ORISSA,JHARSUGUDA,20.7
ORISSA,KALAHANDI,4.3
ORISSA,KANDHAMAL,53.1
ORISSA,KENDRAPARA,53.0
ORISSA,KENDRAPARA *,0.1
ORISSA,KENDUJHAR,71.1
ORISSA,KHORDA,1.1
ORISSA,KHORDHA,1840.3
ORISSA,KHORDHA  *,0.1
ORISSA,KORAPUT,217.8
ORISSA,MALKANGIRI,48.6
ORISSA,MAYURBHANJ,14.9
ORISSA,NABARANGAPUR,2.8
ORISSA,NAYAGARH,190.9
ORISSA,NUAPADA,0.6
ORISSA,PURI,568.8
ORISSA,RAYAGADA,250.7
ORISSA,SAMBALPUR,39.9
ORISSA,SONAPUR,19.6
ORISSA,SUBARNAPUR,8.7
ORISSA,SUNDARGARH,193.1
ORISSA,SUNDERGARH,0.4
PONDICHERRY,CUDDALORE,0.6
PONDICHERRY,KARAIKAL,379.9
PONDICHERRY,PONDICHERRY,3212.9
PONDICHERRY,VILUPPURAM,0.8
PONDICHERRY,YANAM,37.6
PUDUCHERRY,KARAIKAL,1933.6
PUDUCHERRY,PONDICHERRY,8.3
PUDUCHERRY,PUDUCHERRY,4975.8
PUDUCHERRY,YANAM,19.3
PUNJAB,AMRITSAR,26373.8
PUNJAB,BARNALA,5005.6
PUNJAB,BATHINDA,13686.4
PUNJAB,FARIDKOT,5503.6
PUNJAB,FATEHGARH SAHIB,5379.3
PUNJAB,FAZILKA,9496.8
PUNJAB,FEROZEPUR,8490.6
PUNJAB,FIROZPUR,1839.9
PUNJAB,GURDASPUR,19632.7
PUNJAB,HOSHIARPUR,14344.7
PUNJAB,JALANDHAR,19651.9
PUNJAB,KAPURTHALA,7170.1
PUNJAB,LUDHIANA,32824.4
PUNJAB,MALERKOTLA,2975.1
PUNJAB,MANSA,8371.8
PUNJAB,MOGA,8692.5
PUNJAB,MUKTSAR,1276.4
PUNJAB,NAWANSHAHR,733.9
PUNJAB,PATHANKOT,4220.7
PUNJAB,PATIALA,21351.3
PUNJAB,RUPNAGAR,6040.4
PUNJAB,S.A.S NAGAR,70.5
PUNJAB,S.A.S NAGAR(MOHALI),533.3
PUNJAB,SANGRUR,11471.4
PUNJAB,SAS NAGAR (MOHALI),11886.6
PUNJAB,SHAHEED BHAGAT SINGH NAGAR,3779.0
PUNJAB,SRI MUKTSAR SAHIB,7922.9
PUNJAB,TARN TARAN,11105.6
PUTTENAHALLI,5TH CROSS,0.1
RAJA ANNAMALAI PURAM,NEAR DHYANA ASHRAM,0.1
RAJASTHAN,AJMER,27802.9
RAJASTHAN,ALWAR,39157.6
RAJASTHAN,BALOTRA,51.0
RAJASTHAN,BANSWARA,20226.8
RAJASTHAN,BARAN,16528.1
RAJASTHAN,BARMER,32433.7
RAJASTHAN,BEAWAR,51.9
RAJASTHAN,BHARATPUR,26327.2
RAJASTHAN,BHILWARA,22884.1
RAJASTHAN,BIKANER,22580.6
RAJASTHAN,BUNDI,11643.0
RAJASTHAN,CHITTAURGARH,466.0
RAJASTHAN,CHITTORGARH,13040.8
RAJASTHAN,CHURU,22210.1
RAJASTHAN,DAUSA,16273.0
RAJASTHAN,DEEG,152.6
RAJASTHAN,DHAULPUR,102.7
RAJASTHAN,DHOLPUR,16055.2
RAJASTHAN,DIDWANA-KUCHAMAN,73.0
RAJASTHAN,DUNGARPUR,18843.7
RAJASTHAN,GANGANAGAR,17725.0
RAJASTHAN,HANUMANGARH,17881.0
RAJASTHAN,JAIPUR,66237.0
RAJASTHAN,JAISALMER,6921.5
RAJASTHAN,JALOR,18046.7
RAJASTHAN,JALORE,155.0
RAJASTHAN,JHALAWAR,16824.0
RAJASTHAN,JHUNJHUNU,499.4
RAJASTHAN,JHUNJHUNUN,17265.5
RAJASTHAN,JODHPUR,38121.8
RAJASTHAN,KARAULI,14805.3
RAJASTHAN,KHAIRTHAL-TIJARA,107.2
RAJASTHAN,KOTA,19394.5
RAJASTHAN,KOTPUTLI-BEHROR,53.6
RAJASTHAN,NAGAUR,32606.2
RAJASTHAN,PALI,23136.1
RAJASTHAN,PHALODI,20.6
RAJASTHAN,PRATAPGARH,10863.7
RAJASTHAN,RAJSAMAND,11364.4
RAJASTHAN,SALUMBAR,21.5
RAJASTHAN,SAWAI MADHOPUR,13332.1
RAJASTHAN,SIKAR,25135.0
RAJASTHAN,SIROHI,12217.5
RAJASTHAN,TONK,14246.6
RAJASTHAN,UDAIPUR,32217.6
SIKKIM,EAST,1176.0
SIKKIM,EAST SIKKIM,794.1
SIKKIM,MANGAN,7.0
SIKKIM,NAMCHI,31.1
SIKKIM,NORTH,79.4
SIKKIM,NORTH SIKKIM,142.6
SIKKIM,SOUTH,698.6
SIKKIM,SOUTH SIKKIM,392.1
SIKKIM,WEST,634.5
SIKKIM,WEST SIKKIM,581.3
TAMIL NADU,ARIYALUR,10323.6
TAMIL NADU,CHENGALPATTU,2903.4
TAMIL NADU,CHENNAI,39144.1
TAMIL NADU,COIMBATORE,34644.6
TAMIL NADU,CUDDALORE,25833.0
TAMIL NADU,DHARMAPURI,15197.7
TAMIL NADU,DINDIGUL,24978.3
TAMIL NADU,ERODE,22192.1
TAMIL NADU,KALLAKURICHI,1667.2
TAMIL NADU,KANCHEEPURAM,38826.2
TAMIL NADU,KANCHIPURAM,40.4
TAMIL NADU,KANNIYAKUMARI,11038.5
TAMIL NADU,KANYAKUMARI,5244.9
TAMIL NADU,KARUR,8917.0
TAMIL NADU,KRISHNAGIRI,18778.7
TAMIL NADU,MADURAI,32978.8
TAMIL NADU,MAYILADUTHURAI,841.3
TAMIL NADU,NAGAPATTINAM,12275.3
TAMIL NADU,NAMAKKAL,17167.9
TAMIL NADU,NAMAKKAL   *,0.1
TAMIL NADU,PERAMBALUR,7482.8
TAMIL NADU,PUDUKKOTTAI,18940.8
TAMIL NADU,RAMANATHAPURAM,14271.5
TAMIL NADU,RANIPET,213.8
TAMIL NADU,SALEM,35726.4
TAMIL NADU,SIVAGANGA,13393.2
TAMIL NADU,TENKASI,2149.1
TAMIL NADU,THANJAVUR,25377.4
TAMIL NADU,THE NILGIRIS,6109.1
TAMIL NADU,THENI,12897.1
TAMIL NADU,THIRUVALLUR,532.5
TAMIL NADU,THIRUVARUR,11474.4
TAMIL NADU,THOOTHUKKUDI,18987.5
TAMIL NADU,TIRUCHIRAPPALLI,27718.3
TAMIL NADU,TIRUNELVELI,30433.8
TAMIL NADU,TIRUPATHUR,15.6
TAMIL NADU,TIRUPATTUR,2251.1
TAMIL NADU,TIRUPPUR,24091.0
TAMIL NADU,TIRUVALLUR,39763.6
TAMIL NADU,TIRUVANNAMALAI,21393.9
TAMIL NADU,TIRUVARUR,0.6
TAMIL NADU,TUTICORIN,1.2
TAMIL NADU,VELLORE,29083.6
TAMIL NADU,VILLUPURAM,16760.1
TAMIL NADU,VILUPPURAM,12637.6
TAMIL NADU,VIRUDHUNAGAR,18414.3
TAMILNADU,CHENNAI,0.1
TELANGANA,ADILABAD,12928.0
TELANGANA,BHADRADRI KOTHAGUDEM,5854.3
TELANGANA,HANUMAKONDA,2902.2
TELANGANA,HYDERABAD,47098.8
TELANGANA,JAGITIAL,2863.9
TELANGANA,JANGAON,116.3
TELANGANA,JANGOAN,2520.1
TELANGANA,JAYASHANKAR BHUPALPALLY,2167.6
TELANGANA,JOGULAMBA GADWAL,4675.0
TELANGANA,K.V. RANGAREDDY,46332.0
TELANGANA,KAMAREDDY,4169.4
TELANGANA,KARIMNAGAR,21967.9
TELANGANA,KHAMMAM,11986.6
TELANGANA,KOMARAM BHEEM,3824.1
TELANGANA,MAHABUBABAD,3509.3
TELANGANA,MAHABUBNAGAR,30164.3
TELANGANA,MANCHERIAL,4062.6
TELANGANA,MEDAK,18917.9
TELANGANA,MEDCHAL MALKAJGIRI,70.4
TELANGANA,MEDCHAL-MALKAJGIRI,11945.2
TELANGANA,MEDCHAL?MALKAJGIRI,120.8
TELANGANA,MEDCHALÂMALKAJGIRI,0.1
TELANGANA,MEDCHAL−MALKAJGIRI,682.5
TELANGANA,MULUGU,1802.2
TELANGANA,NAGARKURNOOL,3398.5
TELANGANA,NALGONDA,22209.1
TELANGANA,NARAYANPET,2432.9
TELANGANA,NIRMAL,4857.1
TELANGANA,NIZAMABAD,19074.8
TELANGANA,PEDDAPALLI,1694.2
TELANGANA,RAJANNA SIRCILLA,2013.8
TELANGANA,RANGA REDDY,28.4
TELANGANA,RANGAREDDY,864.8
TELANGANA,SANGAREDDY,6207.0
TELANGANA,SIDDIPET,5404.6
TELANGANA,SURYAPET,6792.4
TELANGANA,VIKARABAD,7736.5
TELANGANA,WANAPARTHY,3682.1
TELANGANA,WARANGAL,12366.3
TELANGANA,WARANGAL (URBAN),13.9
TELANGANA,WARANGAL RURAL,2560.1
TELANGANA,WARANGAL URBAN,2482.4
TELANGANA,YADADRI.,5413.2
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,71.6
TRIPURA,DHALAI,5181.3
TRIPURA,DHALAI  *,107.1
TRIPURA,GOMATI,2514.2
TRIPURA,KHOWAI,1301.6
TRIPURA,NORTH TRIPURA,6391.7
TRIPURA,SEPAHIJALA,3667.8
TRIPURA,SOUTH TRIPURA,9039.3
TRIPURA,UNAKOTI,2001.5
TRIPURA,WEST TRIPURA,13940.8
UTTAR PRADESH,AGRA,44091.1
UTTAR PRADESH,ALIGARH,41215.4
UTTAR PRADESH,ALLAHABAD,45845.4
UTTAR PRADESH,AMBEDKAR NAGAR,17097.8
UTTAR PRADESH,AMETHI,17674.8
UTTAR PRADESH,AMROHA,19111.6
UTTAR PRADESH,AURAIYA,11871.3
UTTAR PRADESH,AURAIYA *,0.1
UTTAR PRADESH,AYODHYA,2436.1
UTTAR PRADESH,AZAMGARH,35376.0
UTTAR PRADESH,BAGHPAT,11977.6
UTTAR PRADESH,BAGHPAT *,0.3
UTTAR PRADESH,BAGPAT,1.9
UTTAR PRADESH,BAHRAICH,35011.3
UTTAR PRADESH,BALLIA,24792.9
UTTAR PRADESH,BALRAMPUR,19251.2
UTTAR PRADESH,BANDA,17251.7
UTTAR PRADESH,BARA BANKI,28429.5
UTTAR PRADESH,BARABANKI,1155.9
UTTAR PRADESH,BAREILLY,50436.1
UTTAR PRADESH,BASTI,20413.0
UTTAR PRADESH,BHADOHI,1886.6
UTTAR PRADESH,BIJNOR,46075.8
UTTAR PRADESH,BUDAUN,29718.6
UTTAR PRADESH,BULANDSHAHAR,106.8
UTTAR PRADESH,BULANDSHAHR,37247.4
UTTAR PRADESH,CHANDAULI,19371.3
UTTAR PRADESH,CHANDAULI *,0.2
UTTAR PRADESH,CHITRAKOOT,11267.9
UTTAR PRADESH,CHITRAKOOT *,0.1
UTTAR PRADESH,DEORIA,25812.1
UTTAR PRADESH,ETAH,16058.4
UTTAR PRADESH,ETAWAH,14832.9
UTTAR PRADESH,FAIZABAD,17182.1
UTTAR PRADESH,FARRUKHABAD,15320.4
UTTAR PRADESH,FATEHPUR,23736.7
UTTAR PRADESH,FIROZABAD,26526.8
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,26238.7
UTTAR PRADESH,GAUTAM BUDDHA NAGAR *,0.2
UTTAR PRADESH,GHAZIABAD,45485.3
UTTAR PRADESH,GHAZIPUR,28482.0
UTTAR PRADESH,GONDA,29325.8
UTTAR PRADESH,GORAKHPUR,35699.8
UTTAR PRADESH,HAMIRPUR,10059.2
UTTAR PRADESH,HAPUR,10829.9
UTTAR PRADESH,HARDOI,37424.1
UTTAR PRADESH,HATHRAS,14755.5
UTTAR PRADESH,JALAUN,14091.2
UTTAR PRADESH,JAUNPUR,35467.4
UTTAR PRADESH,JHANSI,19100.6
UTTAR PRADESH,JYOTIBA PHULE NAGAR,86.6
UTTAR PRADESH,JYOTIBA PHULE NAGAR *,0.1
UTTAR PRADESH,KANNAUJ,13797.8
UTTAR PRADESH,KANPUR DEHAT,15573.2
UTTAR PRADESH,KANPUR NAGAR,37627.1
UTTAR PRADESH,KASGANJ,13056.7
UTTAR PRADESH,KAUSHAMBI,18207.0
UTTAR PRADESH,KHERI,39773.9
UTTAR PRADESH,KUSHI NAGAR,157.0
UTTAR PRADESH,KUSHINAGAR,32569.2
UTTAR PRADESH,KUSHINAGAR *,22.5
UTTAR PRADESH,LALITPUR,12707.5
UTTAR PRADESH,LUCKNOW,45238.0
UTTAR PRADESH,MAHARAJGANJ,22987.0
UTTAR PRADESH,MAHOBA,8166.3
UTTAR PRADESH,MAHOBA *,0.1
UTTAR PRADESH,MAHRAJGANJ,8.8
UTTAR PRADESH,MAINPURI,15495.8
UTTAR PRADESH,MATHURA,24045.2
UTTAR PRADESH,MAU,18314.0
UTTAR PRADESH,MEERUT,36489.8
UTTAR PRADESH,MIRZAPUR,20311.3
UTTAR PRADESH,MORADABAD,34552.4
UTTAR PRADESH,MUZAFFARNAGAR,31743.3
UTTAR PRADESH,PILIBHIT,28552.8
UTTAR PRADESH,PRATAPGARH,24699.8
UTTAR PRADESH,PRAYAGRAJ,5211.5
UTTAR PRADESH,RAE BARELI,24672.0
UTTAR PRADESH,RAEBARELI,2.6
UTTAR PRADESH,RAMPUR,30057.0
UTTAR PRADESH,SAHARANPUR,37769.6
UTTAR PRADESH,SAMBHAL,21161.3
UTTAR PRADESH,SANT KABIR NAGAR,17591.5
UTTAR PRADESH,SANT RAVIDAS NAGAR,12165.6
UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,49.1
UTTAR PRADESH,SHAHJAHANPUR,32825.1
UTTAR PRADESH,SHAMLI,18694.8
UTTAR PRADESH,SHRAVASTI,253.5
UTTAR PRADESH,SHRAWASTI,12440.2
UTTAR PRADESH,SIDDHARTH NAGAR,434.1
UTTAR PRADESH,SIDDHARTHNAGAR,21493.6
UTTAR PRADESH,SITAPUR,46448.7
UTTAR PRADESH,SONBHADRA,18086.6
UTTAR PRADESH,SULTANPUR,19252.0
UTTAR PRADESH,UNNAO,29008.1
UTTAR PRADESH,VARANASI,36524.3
UTTARAKHAND,ALMORA,4956.1
UTTARAKHAND,BAGESHWAR,2916.5
UTTARAKHAND,CHAMOLI,4128.2
UTTARAKHAND,CHAMPAWAT,3658.5
UTTARAKHAND,DEHRADUN,22138.7
UTTARAKHAND,GARHWAL,79.6
UTTARAKHAND,HARDWAR,222.8
UTTARAKHAND,HARIDWAR,20949.1
UTTARAKHAND,NAINITAL,12241.2
UTTARAKHAND,PAURI GARHWAL,6674.5
UTTARAKHAND,PITHORAGARH,4610.5
UTTARAKHAND,RUDRAPRAYAG,3296.8
UTTARAKHAND,TEHRI GARHWAL,8592.8
UTTARAKHAND,UDHAM SINGH NAGAR,28582.4
UTTARAKHAND,UTTARKASHI,3562.1
UTTARANCHAL,ALMORA,0.1
UTTARANCHAL,GARHWAL,0.1
UTTARANCHAL,TEHRI GARHWAL,0.2
UTTARANCHAL,UDHAM SINGH NAGAR *,0.3
WEST  BENGAL,HOOGHLY,15.0
WEST BANGAL,HOOGHLY,13.3
WEST BANGAL,HOWRAH,7.4
WEST BANGAL,SOUTH 24 PARGANAS,1.4
WEST BENGAL,24 PARAGANAS NORTH,614.7
WEST BENGAL,24 PARAGANAS SOUTH,49.0
WEST BENGAL,ALIPURDUAR,2213.2
WEST BENGAL,BALLY JAGACHHA,0.6
WEST BENGAL,BANKURA,26523.1
WEST BENGAL,BARDDHAMAN,36736.3
WEST BENGAL,BARDHAMAN,3920.0
WEST BENGAL,BIRBHUM,27706.6
WEST BENGAL,BURDWAN,0.7
WEST BENGAL,COOCH BEHAR,17875.1
WEST BENGAL,COOCHBEHAR,441.0
WEST BENGAL,DAKSHIN DINAJPUR,13546.3
WEST BENGAL,DARJEELING,10105.8
WEST BENGAL,DARJILING,1158.3
WEST BENGAL,DINAJPUR DAKSHIN,99.7
WEST BENGAL,DINAJPUR UTTAR,1167.1
WEST BENGAL,DOMJUR,0.5
WEST BENGAL,EAST MIDNAPORE,5407.3
WEST BENGAL,EAST MIDNAPUR,3.4
WEST BENGAL,HAORA,7051.2
WEST BENGAL,HAWRAH,5.1
WEST BENGAL,HOOGHIY,4.0
WEST BENGAL,HOOGHLY,35794.8
WEST BENGAL,HOWRAH,21855.8
WEST BENGAL,HUGLI,189.7
WEST BENGAL,JALPAIGURI,27880.8
WEST BENGAL,JHARGRAM,1222.6
WEST BENGAL,KALIMPONG,361.7
WEST BENGAL,KOCH BIHAR,8763.6
WEST BENGAL,KOLKATA,20787.3
WEST BENGAL,MALDA,30765.7
WEST BENGAL,MALDAH,3849.8
WEST BENGAL,MEDINIPUR,28.2
WEST BENGAL,MEDINIPUR WEST,64.5
WEST BENGAL,MURSHIDABAD,62694.3
WEST BENGAL,NADIA,33786.0
WEST BENGAL,NAIHATI ANANDABAZAR,0.2
WEST BENGAL,NORTH 24 PARGANAS,54299.3
WEST BENGAL,NORTH DINAJPUR,643.8
WEST BENGAL,NORTH TWENTY FOUR PARGANAS,3601.5
WEST BENGAL,PASCHIM BARDHAMAN,2806.2
WEST BENGAL,PASCHIM MEDINIPUR,38101.5
WEST BENGAL,PURBA BARDHAMAN,4033.7
WEST BENGAL,PURBA MEDINIPUR,24910.7
WEST BENGAL,PURULIA,1196.7
WEST BENGAL,PURULIYA,26035.3
WEST BENGAL,SOUTH  TWENTY FOUR PARGANAS,0.5
WEST BENGAL,SOUTH 24 PARGANA,3.5
WEST BENGAL,SOUTH 24 PARGANAS,65936.0
WEST BENGAL,SOUTH DINAJPUR,939.0
WEST BENGAL,SOUTH DUMDUM(M),1.4
WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,7955.5
WEST BENGAL,UTTAR DINAJPUR,38888.0
WEST BENGAL,WEST MEDINIPUR,1.8
WEST BENGAL,WEST MIDNAPORE,5184.8
WEST BENGLI,HOOGHLY,0.3
WESTBENGAL,HOOGHLY,17.9
WESTBENGAL,HOWRAH,1.1
